yymmdd,qty,rhm_avg,gsr_sum,discount,cust_grp_cd,biz_cd,line_cd,brand_cd,브랜드,SP1
2022-05-29,15.66,69.17,25.07,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-06-05,33.0,71.71,21.56,0.24,1023,P1,P103,P103040,야채,용인영업소
2022-06-12,18.83,67.91,17.87,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-06-19,25.67,65.01,15.85,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-06-26,22.67,76.41,16.89,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-07-03,25.67,0.0,0.0,0.25,1023,P1,P103,P103040,야채,용인영업소
2022-07-10,32.67,0.0,0.0,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-07-17,20.0,0.0,0.0,0.28,1023,P1,P103,P103040,야채,용인영업소
2022-07-24,13.33,79.33,18.59,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-07-31,37.08,73.68,22.28,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-08-07,28.83,87.43,16.42,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-08-14,22.1,94.99,4.26,0.26,1023,P1,P103,P103040,야채,용인영업소
2022-08-21,25.33,82.57,15.08,0.28,1023,P1,P103,P103040,야채,용인영업소
2022-08-28,51.272991351040346,79.44,12.95,0.28,1023,P1,P103,P103040,야채,용인영업소
2022-09-04,20.67,74.64,17.34,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-09-11,17.33,82.64,15.36,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-09-18,33.6,0.0,0.0,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-09-25,27.33,63.05,17.97,0.25,1023,P1,P103,P103040,야채,용인영업소
2022-10-02,20.57,76.17,16.47,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-10-09,42.97,71.48,13.12,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-10-16,27.23,76.16,15.95,0.28,1023,P1,P103,P103040,야채,용인영업소
2022-10-23,44.6,64.12,16.07,0.28,1023,P1,P103,P103040,야채,용인영업소
2022-10-30,41.58,0.0,0.0,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-11-06,20.5,62.29,11.02,0.27,1023,P1,P103,P103040,야채,용인영업소
2022-11-13,30.0,0.0,0.0,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-11-20,31.92,73.45,9.84,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-11-27,33.5,70.28,8.84,0.3,1023,P1,P103,P103040,야채,용인영업소
2022-12-04,51.272991351040346,0.0,0.0,0.29,1023,P1,P103,P103040,야채,용인영업소
2022-12-11,39.2,0.0,0.0,0.31,1023,P1,P103,P103040,야채,용인영업소
2022-12-18,27.0,75.64,6.63,0.25,1023,P1,P103,P103040,야채,용인영업소
2022-12-25,29.0,0.0,0.0,0.27,1023,P1,P103,P103040,야채,용인영업소
2023-01-01,24.57,78.45,9.37,0.26,1023,P1,P103,P103040,야채,용인영업소
2023-01-08,47.45,70.66,9.45,0.28,1023,P1,P103,P103040,야채,용인영업소
2023-01-15,23.0,0.0,0.0,0.29,1023,P1,P103,P103040,야채,용인영업소
2023-01-22,51.272991351040346,0.0,0.0,0.27,1023,P1,P103,P103040,야채,용인영업소
2023-01-29,19.0,54.52,11.15,0.24,1023,P1,P103,P103040,야채,용인영업소
2023-02-05,36.0,53.04,11.75,0.28,1023,P1,P103,P103040,야채,용인영업소
2023-02-12,29.5,0.0,0.0,0.28,1023,P1,P103,P103040,야채,용인영업소
2023-02-19,43.93,60.82,11.01,0.29,1023,P1,P103,P103040,야채,용인영업소
2023-02-26,20.5,0.0,0.0,0.3,1023,P1,P103,P103040,야채,용인영업소
2023-03-05,25.0,58.97,17.83,0.27,1023,P1,P103,P103040,야채,용인영업소
2023-03-12,43.33,0.0,0.0,0.28,1023,P1,P103,P103040,야채,용인영업소
2020-03-22,37.87,67.26,17.73,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-03-29,74.0,71.38,17.42,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-04-05,47.65,66.66,20.99,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-04-12,16.3,70.02,22.55,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2020-04-19,78.15,72.23,17.42,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-04-26,78.04,66.04,21.68,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-05-03,80.9,77.23,22.5,0.37,1023,P1,P103,P103041,엄마손,용인영업소
2020-05-10,111.56,61.71,23.78,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2020-05-17,78.7,71.26,16.56,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-05-24,30.38,76.81,17.21,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2020-05-31,110.74,84.05,20.23,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-06-07,48.64,78.79,19.75,0.37,1023,P1,P103,P103041,엄마손,용인영업소
2020-06-14,64.44,70.1,21.46,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-06-21,78.0,70.77,22.43,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2020-06-28,49.97,78.36,14.38,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-07-05,84.0,78.07,18.1,0.4,1023,P1,P103,P103041,엄마손,용인영업소
2020-07-12,92.69,77.41,19.23,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-07-19,54.0,81.93,20.1,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2020-07-26,21.0,87.22,5.72,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-08-02,91.08,92.68,6.97,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-08-09,77.0,92.82,7.53,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-08-16,79.69,93.16,8.5,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-08-23,43.38,83.7,19.84,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-08-30,87.9,80.72,16.77,0.36,1023,P1,P103,P103041,엄마손,용인영업소
2020-09-06,30.5,88.04,10.39,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2020-09-13,87.91,86.27,11.0,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-09-20,97.34,83.2,14.5,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2020-09-27,4.0,66.15,16.4,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2020-10-04,14.0,76.5,16.19,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2020-10-11,145.0,62.66,16.86,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-10-18,19.0,67.9,12.28,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2020-10-25,83.0,67.42,14.86,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-11-01,83.0,65.58,13.61,0.34,1023,P1,P103,P103041,엄마손,용인영업소
2020-11-08,21.0,63.95,10.78,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2020-11-15,80.57,63.64,10.78,0.34,1023,P1,P103,P103041,엄마손,용인영업소
2020-11-22,21.5,81.61,2.52,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-11-29,181.8,68.03,9.91,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2020-12-06,96.0,53.82,10.1,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2020-12-13,92.06,65.9,8.32,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2020-12-20,16.44,49.97,10.67,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2020-12-27,23.0,76.37,7.38,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2021-01-03,152.0,76.93,9.1,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-01-10,23.69,54.26,11.24,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-01-17,94.5,77.88,7.57,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-01-24,154.0,62.57,8.69,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-01-31,35.84,65.43,9.2,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-02-07,75.56,66.01,10.49,0.27,1023,P1,P103,P103041,엄마손,용인영업소
2021-02-14,15.0,62.44,10.88,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-02-21,17.7,65.04,13.73,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2021-02-28,70.54,54.15,13.0,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-03-07,26.94,83.5,9.49,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-03-14,79.0,70.59,13.79,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-03-21,34.88,61.48,18.5,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2021-03-28,78.62,71.28,18.44,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2021-04-04,55.0,51.24,18.59,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-04-11,71.68,55.53,23.75,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-04-18,101.77,73.59,15.23,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2021-04-25,20.7,52.12,18.75,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-05-02,96.81,69.67,16.12,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-05-09,77.38,63.44,19.41,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-05-16,71.94,65.95,20.32,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-05-23,7.0,96.5,8.31,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-05-30,64.44,80.56,16.2,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-06-06,17.0,78.3,17.0,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-06-13,120.0,75.27,17.12,0.39,1023,P1,P103,P103041,엄마손,용인영업소
2021-06-20,58.94,80.79,13.3,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2021-06-27,81.9,76.18,23.21,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-07-04,24.7,74.82,18.46,0.36,1023,P1,P103,P103041,엄마손,용인영업소
2021-07-11,78.5,86.38,17.19,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-07-18,73.25,78.62,20.7,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-07-25,33.0,71.43,22.55,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-08-01,2.94,73.89,19.88,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-08-08,101.41,81.35,16.96,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-08-15,36.31,72.66,17.82,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2021-08-22,16.0,71.52,18.63,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-08-29,81.69,94.62,4.78,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-09-05,33.97,74.3,13.27,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-09-12,138.8,87.8,11.96,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-09-19,33.0,66.26,17.04,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2021-09-26,67.0,70.07,18.26,0.37,1023,P1,P103,P103041,엄마손,용인영업소
2021-10-03,21.37,77.43,13.76,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2021-10-10,94.38,83.53,7.29,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-10-17,14.9,72.24,7.56,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-10-24,48.0,67.9,14.47,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-10-31,77.94,74.2,13.63,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-11-07,43.75,80.32,11.38,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-11-14,96.2,76.4,7.24,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-11-21,42.18,76.91,10.09,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2021-11-28,135.0,68.66,7.97,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2021-12-05,110.0,60.27,9.31,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2021-12-12,23.94,75.22,5.3,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2021-12-19,162.44,63.25,8.09,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2021-12-26,17.75,69.51,5.09,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-01-02,68.16,62.78,6.3,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-01-09,154.75,57.05,9.75,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2022-01-16,25.0,55.16,10.56,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2022-01-23,72.94,46.68,7.0,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-01-30,28.94,68.47,7.95,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-02-06,12.5,53.8,12.74,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2022-02-13,87.0,57.53,11.37,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-02-20,205.7,53.52,12.43,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2022-02-27,88.92,49.96,16.07,0.34,1023,P1,P103,P103041,엄마손,용인영업소
2022-03-06,23.0,64.2,15.39,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2022-03-13,24.28,61.81,15.38,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-03-20,92.56,74.21,11.95,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2022-03-27,42.88,63.41,12.85,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-04-03,147.36,55.61,21.9,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-04-10,74.53,51.96,22.39,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-04-17,119.62,71.87,16.48,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-04-24,65.2,59.86,18.74,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-05-01,42.14,66.51,15.71,0.32,1023,P1,P103,P103041,엄마손,용인영업소
2022-05-08,97.0,60.76,24.56,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-05-15,62.39,56.75,23.6,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-05-22,110.69,54.56,24.31,0.34,1023,P1,P103,P103041,엄마손,용인영업소
2022-05-29,87.91,67.34,26.1,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-06-05,38.21,71.93,21.68,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2022-06-12,155.0,65.04,18.5,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2022-06-19,98.12,60.92,17.41,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-06-26,28.31,78.5,12.62,0.27,1023,P1,P103,P103041,엄마손,용인영업소
2022-07-03,110.0,0.0,0.0,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-07-10,123.65,0.0,0.0,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-07-17,106.68,0.0,0.0,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-07-24,34.75,80.85,18.67,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2022-07-31,141.56,74.25,22.29,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-08-07,117.63,86.78,16.23,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-08-14,106.5,95.21,3.7,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-08-21,76.01,83.61,13.36,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2022-08-28,110.75,78.99,13.66,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-09-04,133.43,75.97,16.8,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-09-11,97.64,82.63,15.8,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-09-18,42.31,0.0,0.0,0.27,1023,P1,P103,P103041,엄마손,용인영업소
2022-09-25,212.84949760506376,64.75,17.37,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-10-02,117.09,73.69,17.35,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-10-09,132.94,71.74,13.65,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-10-16,103.08,75.51,16.5,0.31,1023,P1,P103,P103041,엄마손,용인영업소
2022-10-23,161.65,64.55,15.82,0.33,1023,P1,P103,P103041,엄마손,용인영업소
2022-10-30,115.16,0.0,0.0,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2022-11-06,115.7,66.5,11.31,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-11-13,99.2,0.0,0.0,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-11-20,212.84949760506376,74.21,9.43,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-11-27,169.31,72.44,8.23,0.3,1023,P1,P103,P103041,엄마손,용인영업소
2022-12-04,84.2,0.0,0.0,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2022-12-11,212.84949760506376,0.0,0.0,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2022-12-18,175.31,80.81,5.25,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2022-12-25,141.74,0.0,0.0,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2023-01-01,38.3,78.25,9.37,0.36,1023,P1,P103,P103041,엄마손,용인영업소
2023-01-08,183.62,68.94,9.68,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2023-01-15,212.84949760506376,0.0,0.0,0.36,1023,P1,P103,P103041,엄마손,용인영업소
2023-01-22,78.62,0.0,0.0,0.37,1023,P1,P103,P103041,엄마손,용인영업소
2023-01-29,62.37,58.1,10.12,0.36,1023,P1,P103,P103041,엄마손,용인영업소
2023-02-05,212.84949760506376,55.18,11.81,0.35,1023,P1,P103,P103041,엄마손,용인영업소
2023-02-12,212.84949760506376,0.0,0.0,0.37,1023,P1,P103,P103041,엄마손,용인영업소
2023-02-19,124.94,59.99,10.99,0.38,1023,P1,P103,P103041,엄마손,용인영업소
2023-02-26,205.4,0.0,0.0,0.29,1023,P1,P103,P103041,엄마손,용인영업소
2023-03-05,159.25,56.12,17.98,0.28,1023,P1,P103,P103041,엄마손,용인영업소
2023-03-12,35.62,0.0,0.0,0.26,1023,P1,P103,P103041,엄마손,용인영업소
2020-03-22,168.8,70.79,17.0,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2020-03-29,85.0,71.82,16.9,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2020-04-05,148.68,65.61,20.7,0.17,1023,P1,P105,P105014,아몬드,용인영업소
2020-04-12,17.02,69.49,22.62,0.11,1023,P1,P105,P105014,아몬드,용인영업소
2020-04-19,263.5,66.78,20.25,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2020-04-26,22.8,70.74,19.7,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2020-05-03,203.22,78.51,21.88,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-05-10,117.0,58.66,24.42,0.23,1023,P1,P105,P105014,아몬드,용인영업소
2020-05-17,173.0,72.8,18.73,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2020-05-24,16.08,78.07,16.37,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2020-05-31,109.18,83.87,20.26,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2020-06-07,186.75,79.47,20.73,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2020-06-14,247.8,72.57,21.89,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2020-06-21,10.5,72.95,19.61,0.22,1023,P1,P105,P105014,아몬드,용인영업소
2020-06-28,20.15,78.43,11.33,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2020-07-05,217.25,82.73,13.61,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2020-07-12,64.25,77.63,20.38,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2020-07-19,155.75,82.95,16.03,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2020-07-26,108.75,85.94,5.81,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2020-08-02,161.3,92.1,9.03,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-08-09,50.25,93.12,7.43,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2020-08-16,248.52,93.36,8.35,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2020-08-23,18.75,83.21,20.45,0.25,1023,P1,P105,P105014,아몬드,용인영업소
2020-08-30,241.75,80.57,15.15,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2020-09-06,58.2,82.99,12.4,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-09-13,177.25,88.68,9.67,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2020-09-20,248.0,83.34,12.86,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2020-09-27,141.0,65.36,16.93,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2020-10-04,169.75,76.5,17.01,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2020-10-11,344.68,61.68,16.75,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-10-18,110.72,67.22,11.92,0.12,1023,P1,P105,P105014,아몬드,용인영업소
2020-10-25,188.15,71.55,12.84,0.09,1023,P1,P105,P105014,아몬드,용인영업소
2020-11-01,-117.15,66.87,13.58,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2020-11-08,356.72,60.22,12.94,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2020-11-15,70.45,64.47,11.09,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2020-11-22,262.0,82.51,4.57,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2020-11-29,-47.5,66.22,9.2,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2020-12-06,430.85,53.12,10.29,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-12-13,240.95,67.83,7.51,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2020-12-20,244.9,51.14,10.55,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2020-12-27,58.25,76.87,7.43,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-01-03,219.85,76.78,7.91,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-01-10,427.6,58.41,10.07,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-01-17,124.0,80.35,6.49,0.17,1023,P1,P105,P105014,아몬드,용인영업소
2021-01-24,163.75,68.86,6.43,0.12,1023,P1,P105,P105014,아몬드,용인영업소
2021-01-31,438.32,66.64,9.43,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2021-02-07,40.43,74.27,9.36,0.24,1023,P1,P105,P105014,아몬드,용인영업소
2021-02-14,154.4,62.86,11.14,0.31,1023,P1,P105,P105014,아몬드,용인영업소
2021-02-21,39.95,62.41,13.3,0.3,1023,P1,P105,P105014,아몬드,용인영업소
2021-02-28,297.92,50.42,12.58,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-03-07,76.2,82.28,9.86,0.1,1023,P1,P105,P105014,아몬드,용인영업소
2021-03-14,229.5,70.1,16.93,0.06,1023,P1,P105,P105014,아몬드,용인영업소
2021-03-21,261.45,60.49,18.58,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-03-28,208.05,72.28,19.08,0.12,1023,P1,P105,P105014,아몬드,용인영업소
2021-04-04,184.0,52.89,19.43,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-04-11,180.18,56.04,23.67,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-04-18,146.0,73.59,16.07,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2021-04-25,218.0,49.91,18.28,0.17,1023,P1,P105,P105014,아몬드,용인영업소
2021-05-02,222.8,73.45,16.67,0.17,1023,P1,P105,P105014,아몬드,용인영업소
2021-05-09,123.75,70.96,18.19,0.22,1023,P1,P105,P105014,아몬드,용인영업소
2021-05-16,215.05,67.25,18.8,0.1,1023,P1,P105,P105014,아몬드,용인영업소
2021-05-23,29.55,87.26,11.2,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-05-30,278.42,82.63,14.83,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2021-06-06,168.05,79.17,17.51,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-06-13,191.5,76.01,14.64,0.26,1023,P1,P105,P105014,아몬드,용인영업소
2021-06-20,22.0,78.77,14.26,0.23,1023,P1,P105,P105014,아몬드,용인영업소
2021-06-27,167.98,76.05,22.23,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2021-07-04,197.0,79.07,17.35,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2021-07-11,65.2,86.76,18.0,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2021-07-18,52.5,79.5,19.04,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2021-07-25,256.95,74.21,21.53,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2021-08-01,163.82,72.06,20.08,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2021-08-08,72.35,84.12,14.98,0.21,1023,P1,P105,P105014,아몬드,용인영업소
2021-08-15,269.52,71.91,18.02,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-08-22,38.25,72.66,17.41,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-08-29,235.08,94.69,5.11,0.18,1023,P1,P105,P105014,아몬드,용인영업소
2021-09-05,282.15,77.86,11.5,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-09-12,278.82,85.44,14.29,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2021-09-19,51.75,65.22,17.31,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2021-09-26,261.6,71.21,17.18,0.2,1023,P1,P105,P105014,아몬드,용인영업소
2021-10-03,53.3,75.68,11.49,0.25,1023,P1,P105,P105014,아몬드,용인영업소
2021-10-10,202.25,82.41,6.52,0.22,1023,P1,P105,P105014,아몬드,용인영업소
2021-10-17,283.9,72.56,10.05,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2021-10-24,130.72,66.18,14.59,0.19,1023,P1,P105,P105014,아몬드,용인영업소
2021-10-31,394.0,70.15,14.4,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2021-11-07,348.45,79.11,11.24,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2021-11-14,62.0,73.32,8.35,0.1,1023,P1,P105,P105014,아몬드,용인영업소
2021-11-21,295.5,75.89,9.66,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2021-11-28,74.32,65.88,8.4,0.22,1023,P1,P105,P105014,아몬드,용인영업소
2021-12-05,291.4,67.15,8.33,0.17,1023,P1,P105,P105014,아몬드,용인영업소
2021-12-12,142.0,75.02,7.48,0.14,1023,P1,P105,P105014,아몬드,용인영업소
2021-12-19,164.58,66.07,7.66,0.13,1023,P1,P105,P105014,아몬드,용인영업소
2021-12-26,261.6,70.03,5.45,0.15,1023,P1,P105,P105014,아몬드,용인영업소
2022-01-02,3.5,70.3,4.94,0.12,1023,P1,P105,P105014,아몬드,용인영업소
2022-01-09,493.9,56.33,9.35,0.12,1023,P1,P105,P105014,아몬드,용인영업소
2022-01-16,302.38,53.74,10.97,0.11,1023,P1,P105,P105014,아몬드,용인영업소
2022-01-23,371.75,49.24,7.21,0.11,1023,P1,P105,P105014,아몬드,용인영업소
2022-01-30,260.73,64.93,9.19,0.16,1023,P1,P105,P105014,아몬드,용인영업소
2022-02-06,13.4,53.8,12.74,0.15,1023,P1,P105,P105014,아몬드,용인영업소
